,Date,Season,Regular Season,Home Team 1,Away Team 2,score1,score2,Home Team,Away Team,Home Team 1.1,Away Team 2.1,Streak Home Team,Streak Away Team,Did Star Player  play,Home Team Won,Weighted_Team_PER,Weighted_opposition_PER,win_streak_Home,lose_streak_Home,win_streak_Away,lose_streak_Away
785,09/02/2016,2015/2016,1,DAL,UTA,119,121,0,1,DAL,UTA,W1,W6,0,0,14.673795025286406,18.3,1,0,6,0
786,09/02/2016,2015/2016,1,GSW,HOU,123,110,1,0,GSW,HOU,W9,L1,1,1,13.38971878108328,25.3,9,0,0,1
787,10/02/2016,2015/2016,1,IND,CHO,95,117,0,1,IND,CHO,W2,W2,0,0,13.898029954633024,20.8,2,0,2,0
788,10/02/2016,2015/2016,1,PHI,SAC,110,114,0,1,PHI,SAC,L1,L4,0,0,12.963125543635835,23.6,0,1,0,4
789,10/02/2016,2015/2016,1,ORL,SAS,96,98,0,1,ORL,SAS,W2,W5,0,0,14.955365296803652,24.246153846153845,2,0,5,0
790,10/02/2016,2015/2016,1,DET,DEN,92,103,0,1,DET,DEN,L2,L1,0,0,14.461756291236062,14.915460030165912,0,2,0,1
791,10/02/2016,2015/2016,1,BRK,MEM,90,109,0,1,BRK,MEM,W1,L2,0,0,14.408273039971531,17.7,1,0,0,2
792,10/02/2016,2015/2016,1,BOS,LAC,139,134,1,0,BOS,LAC,L1,W3,0,1,13.913511404561827,20.6,0,1,3,0
793,10/02/2016,2015/2016,1,CHI,ATL,90,113,0,1,CHI,ATL,L3,L2,1,0,12.469305707015632,21.3,0,3,0,2
794,10/02/2016,2015/2016,1,MIN,TOR,117,112,1,0,MIN,TOR,L1,W3,0,1,15.161460997442456,21.85290893015031,0,1,3,0
795,10/02/2016,2015/2016,1,NOP,UTA,100,96,1,0,NOP,UTA,W1,W7,1,1,13.031279357231146,18.3,1,0,7,0
796,10/02/2016,2015/2016,1,CLE,LAL,120,111,1,0,CLE,LAL,W2,L2,1,1,12.347307464705386,13.253370501773947,2,0,0,2
797,10/02/2016,2015/2016,1,PHO,GSW,104,112,0,1,PHO,GSW,L8,W10,0,0,13.565183530893892,23.101541472963056,0,8,10,0
798,10/02/2016,2015/2016,1,POR,HOU,116,103,1,0,POR,HOU,W2,L2,0,1,15.288328693679762,25.3,2,0,0,2
799,11/02/2016,2015/2016,1,MIL,WAS,99,92,1,0,MIL,WAS,W1,W1,0,1,14.825365730194893,19.8,1,0,1,0
800,11/02/2016,2015/2016,1,OKC,NOP,121,95,1,0,OKC,NOP,W1,W2,1,1,13.080726131779471,25.0,1,0,2,0
801,18/02/2016,2015/2016,1,WAS,UTA,103,89,1,0,WAS,UTA,L1,L1,1,1,13.85056530214425,18.3,0,1,0,1
802,18/02/2016,2015/2016,1,CLE,CHI,106,95,1,0,CLE,CHI,W3,L4,1,1,12.347307464705386,21.492318992654774,3,0,0,4
803,18/02/2016,2015/2016,1,LAC,SAS,105,86,1,0,LAC,SAS,L1,W6,1,1,15.505151554572654,24.246153846153845,0,1,6,0
804,19/02/2016,2015/2016,1,WAS,DET,98,86,1,0,WAS,DET,W1,L3,1,1,13.85056530214425,14.461756291236062,1,0,0,3
805,19/02/2016,2015/2016,1,ORL,DAL,110,104,1,0,ORL,DAL,L1,L1,0,1,14.955365296803652,14.673795025286406,0,1,0,1
806,19/02/2016,2015/2016,1,BRK,NYK,109,98,1,0,BRK,NYK,L1,L6,0,1,14.408273039971531,14.374319203758903,0,1,0,6
807,19/02/2016,2015/2016,1,MEM,MIN,109,104,1,0,MEM,MIN,W1,W1,0,1,14.811153289949386,15.161460997442456,1,0,1,0
808,19/02/2016,2015/2016,1,NOP,PHI,121,114,1,0,NOP,PHI,L1,L2,1,1,13.031279357231146,12.963125543635835,0,1,0,2
809,19/02/2016,2015/2016,1,OKC,IND,98,101,0,1,OKC,IND,W2,L1,1,0,13.080726131779471,20.9,2,0,0,1
810,19/02/2016,2015/2016,1,CHI,TOR,116,106,1,0,CHI,TOR,L5,L1,1,1,12.469305707015632,21.85290893015031,0,5,0,1
811,19/02/2016,2015/2016,1,ATL,MIA,111,115,0,1,ATL,MIA,W1,L2,1,0,14.316003909351899,15.816376954192632,1,0,0,2
812,19/02/2016,2015/2016,1,MIL,CHO,95,98,0,1,MIL,CHO,W2,W3,0,0,14.825365730194893,20.8,2,0,3,0
813,19/02/2016,2015/2016,1,PHO,HOU,100,116,0,1,PHO,HOU,L9,L3,0,0,13.565183530893892,25.3,0,9,0,3
814,19/02/2016,2015/2016,1,POR,GSW,137,105,1,0,POR,GSW,W3,W11,0,1,15.288328693679762,23.101541472963056,3,0,11,0
815,19/02/2016,2015/2016,1,SAC,DEN,116,110,1,0,SAC,DEN,W1,W1,0,1,13.807294573201984,14.915460030165912,1,0,1,0
816,19/02/2016,2015/2016,1,LAL,SAS,113,119,0,1,LAL,SAS,L3,L1,0,0,13.253370501773947,24.246153846153845,0,3,0,1
817,19/02/2016,2015/2016,1,UTA,BOS,111,93,1,0,UTA,BOS,L2,W1,1,1,14.140003873216706,21.5,0,2,1,0
818,20/02/2016,2015/2016,1,MIA,WAS,114,94,1,0,MIA,WAS,W1,W2,1,1,15.816376954192632,19.8,1,0,2,0
819,20/02/2016,2015/2016,1,ATL,MIL,109,117,0,1,ATL,MIL,L1,L1,1,0,14.316003909351899,14.825365730194893,0,1,0,1
820,20/02/2016,2015/2016,1,MIN,NYK,95,103,0,1,MIN,NYK,L1,L7,0,0,15.161460997442456,14.374319203758903,0,1,0,7
821,20/02/2016,2015/2016,1,LAC,GSW,112,115,0,1,LAC,GSW,W1,L1,1,0,15.505151554572654,23.101541472963056,1,0,0,1
822,21/02/2016,2015/2016,1,OKC,CLE,92,115,0,1,OKC,CLE,L1,W4,0,0,13.080726131779471,22.606882352941177,0,1,4,0
823,21/02/2016,2015/2016,1,DET,NOP,106,111,0,1,DET,NOP,L4,W1,0,0,14.461756291236062,25.0,0,4,1,0
824,21/02/2016,2015/2016,1,PHO,SAS,111,118,0,1,PHO,SAS,L10,W1,0,0,13.565183530893892,24.246153846153845,0,10,1,0
825,21/02/2016,2015/2016,1,DEN,BOS,101,121,0,1,DEN,BOS,L1,L1,0,0,14.915460030165912,21.5,0,1,0,1
826,21/02/2016,2015/2016,1,BRK,CHO,96,104,0,1,BRK,CHO,W1,W4,0,0,14.408273039971531,20.8,1,0,4,0
827,21/02/2016,2015/2016,1,TOR,MEM,98,85,1,0,TOR,MEM,L2,W2,1,1,13.769058295964122,17.7,0,2,2,0
828,21/02/2016,2015/2016,1,ORL,IND,102,105,0,1,ORL,IND,W1,W1,0,0,14.955365296803652,20.9,1,0,1,0
829,21/02/2016,2015/2016,1,DAL,PHI,129,103,1,0,DAL,PHI,L2,L3,0,1,14.673795025286406,12.963125543635835,0,2,0,3
830,21/02/2016,2015/2016,1,CHI,LAL,126,115,1,0,CHI,LAL,W1,L4,1,1,12.469305707015632,13.253370501773947,1,0,0,4
831,21/02/2016,2015/2016,1,POR,UTA,115,111,1,0,POR,UTA,W4,W1,0,1,15.288328693679762,18.3,4,0,1,0
832,22/02/2016,2015/2016,1,CLE,DET,88,96,0,1,CLE,DET,W5,L5,0,0,12.347307464705386,14.461756291236062,5,0,0,5
833,22/02/2016,2015/2016,1,MIA,IND,101,93,1,0,MIA,IND,W2,W2,1,1,15.816376954192632,20.9,2,0,2,0
834,22/02/2016,2015/2016,1,NYK,TOR,95,122,0,1,NYK,TOR,W1,W1,0,0,14.374319203758903,21.85290893015031,1,0,1,0
835,22/02/2016,2015/2016,1,MIL,LAL,108,101,1,0,MIL,LAL,W1,L5,0,1,14.825365730194893,13.253370501773947,1,0,0,5
836,22/02/2016,2015/2016,1,MIN,BOS,124,122,1,0,MIN,BOS,L2,W1,0,1,15.161460997442456,21.5,0,2,1,0
837,22/02/2016,2015/2016,1,ATL,GSW,92,102,0,1,ATL,GSW,L2,W1,1,0,14.316003909351899,23.101541472963056,0,2,1,0
838,22/02/2016,2015/2016,1,LAC,PHO,124,84,1,0,LAC,PHO,L1,L11,1,1,15.505151554572654,13.565183530893892,0,1,0,11
839,23/02/2016,2015/2016,1,PHI,ORL,115,124,0,1,PHI,ORL,L4,L1,0,0,12.963125543635835,14.955365296803652,0,4,0,1
840,23/02/2016,2015/2016,1,WAS,NOP,109,89,1,0,WAS,NOP,L1,W2,1,1,13.85056530214425,25.0,0,1,2,0
841,23/02/2016,2015/2016,1,DEN,SAC,110,114,0,1,DEN,SAC,L2,W2,0,0,14.915460030165912,23.6,0,2,2,0
842,23/02/2016,2015/2016,1,UTA,HOU,117,114,1,0,UTA,HOU,L1,W1,1,1,14.140003873216706,25.3,0,1,1,0
843,23/02/2016,2015/2016,1,POR,BRK,112,104,1,0,POR,BRK,W5,L1,0,1,15.288328693679762,14.408273039971531,5,0,0,1
844,24/02/2016,2015/2016,1,IND,NYK,108,105,1,0,IND,NYK,L1,L1,1,1,13.898029954633024,14.374319203758903,0,1,0,1
845,24/02/2016,2015/2016,1,CLE,CHO,114,103,1,0,CLE,CHO,L1,W5,1,1,12.347307464705386,20.8,0,1,5,0
846,24/02/2016,2015/2016,1,DET,PHI,111,91,1,0,DET,PHI,W1,L5,0,1,14.461756291236062,12.963125543635835,1,0,0,5
847,24/02/2016,2015/2016,1,TOR,MIN,114,105,1,0,TOR,MIN,W2,W1,1,1,13.769058295964122,15.161460997442456,2,0,1,0
848,24/02/2016,2015/2016,1,MIA,GSW,112,118,0,1,MIA,GSW,W3,W2,1,0,15.816376954192632,23.101541472963056,3,0,2,0
849,24/02/2016,2015/2016,1,MEM,LAL,128,119,1,0,MEM,LAL,L1,L6,0,1,14.811153289949386,13.253370501773947,0,1,0,6
850,24/02/2016,2015/2016,1,CHI,WAS,109,104,1,0,CHI,WAS,W2,W1,1,1,12.469305707015632,19.8,2,0,1,0
851,24/02/2016,2015/2016,1,DAL,OKC,103,116,0,1,DAL,OKC,W1,L2,0,0,14.673795025286406,27.890315315315316,1,0,0,2
852,24/02/2016,2015/2016,1,SAC,SAS,92,108,0,1,SAC,SAS,W3,W2,0,0,13.807294573201984,24.246153846153845,3,0,2,0
853,24/02/2016,2015/2016,1,LAC,DEN,81,87,0,1,LAC,DEN,W1,L3,0,0,15.505151554572654,14.915460030165912,1,0,0,3
854,25/02/2016,2015/2016,1,ORL,GSW,114,130,0,1,ORL,GSW,W1,W3,0,0,14.955365296803652,23.101541472963056,1,0,3,0
855,25/02/2016,2015/2016,1,BOS,MIL,112,107,1,0,BOS,MIL,L1,W2,1,1,13.913511404561827,14.825365730194893,0,1,2,0
856,25/02/2016,2015/2016,1,NOP,OKC,123,119,1,0,NOP,OKC,L1,W1,1,1,13.031279357231146,27.890315315315316,0,1,1,0
857,25/02/2016,2015/2016,1,PHO,BRK,106,116,0,1,PHO,BRK,L12,L2,0,0,13.565183530893892,14.408273039971531,0,12,0,2
858,25/02/2016,2015/2016,1,POR,HOU,105,119,0,1,POR,HOU,W6,L1,0,0,15.288328693679762,25.3,6,0,0,1
859,25/02/2016,2015/2016,1,UTA,SAS,78,96,0,1,UTA,SAS,W1,W3,0,0,14.140003873216706,24.246153846153845,1,0,3,0
860,26/02/2016,2015/2016,1,PHI,WAS,94,103,0,1,PHI,WAS,L6,L1,0,0,12.963125543635835,19.8,0,6,0,1
861,26/02/2016,2015/2016,1,IND,CHO,95,96,0,1,IND,CHO,W1,L1,1,0,13.898029954633024,20.8,1,0,0,1
862,26/02/2016,2015/2016,1,TOR,CLE,99,97,1,0,TOR,CLE,W3,W1,1,1,13.769058295964122,22.606882352941177,3,0,1,0
863,26/02/2016,2015/2016,1,NYK,ORL,108,95,1,0,NYK,ORL,L2,L1,0,1,14.374319203758903,14.955365296803652,0,2,0,1
864,26/02/2016,2015/2016,1,ATL,CHI,103,88,1,0,ATL,CHI,L3,W3,1,1,14.316003909351899,21.492318992654774,0,3,3,0
865,26/02/2016,2015/2016,1,DAL,DEN,122,116,1,0,DAL,DEN,L1,W1,0,1,14.673795025286406,14.915460030165912,0,1,1,0
866,26/02/2016,2015/2016,1,SAC,LAC,107,117,0,1,SAC,LAC,L1,L1,0,0,13.807294573201984,20.6,0,1,0,1
867,26/02/2016,2015/2016,1,LAL,MEM,95,112,0,1,LAL,MEM,L7,W1,0,0,13.253370501773947,17.7,0,7,1,0
868,27/02/2016,2015/2016,1,BOS,MIA,101,89,1,0,BOS,MIA,W1,L1,1,1,13.913511404561827,15.816376954192632,1,0,0,1
869,27/02/2016,2015/2016,1,NOP,MIN,110,112,0,1,NOP,MIN,W1,L1,1,0,13.031279357231146,15.161460997442456,1,0,0,1
870,27/02/2016,2015/2016,1,CHI,POR,95,103,0,1,CHI,POR,L1,L1,1,0,12.469305707015632,15.288328693679762,0,1,0,1
871,27/02/2016,2015/2016,1,HOU,SAS,94,104,0,1,HOU,SAS,W1,W4,1,0,14.056677913679179,24.246153846153845,1,0,4,0
872,27/02/2016,2015/2016,1,OKC,GSW,118,121,0,1,OKC,GSW,L1,W4,1,0,13.080726131779471,23.101541472963056,0,1,4,0
873,27/02/2016,2015/2016,1,MIL,DET,91,102,0,1,MIL,DET,L1,W2,0,0,14.825365730194893,14.461756291236062,0,1,2,0
874,27/02/2016,2015/2016,1,PHO,MEM,111,106,1,0,PHO,MEM,L13,W2,0,1,13.565183530893892,17.7,0,13,2,0
875,27/02/2016,2015/2016,1,UTA,BRK,96,98,0,1,UTA,BRK,L1,W1,0,0,14.140003873216706,14.408273039971531,0,1,1,0
876,28/02/2016,2015/2016,1,WAS,CLE,113,99,1,0,WAS,CLE,W1,L1,1,1,13.85056530214425,22.606882352941177,1,0,0,1
877,28/02/2016,2015/2016,1,ATL,CHO,87,76,1,0,ATL,CHO,W1,W1,1,1,14.316003909351899,20.8,1,0,1,0
878,28/02/2016,2015/2016,1,IND,POR,102,111,0,1,IND,POR,L1,W1,1,0,13.898029954633024,15.288328693679762,0,1,1,0
879,28/02/2016,2015/2016,1,ORL,PHI,130,116,1,0,ORL,PHI,L2,L7,0,1,14.955365296803652,12.963125543635835,0,2,0,7
880,28/02/2016,2015/2016,1,DET,TOR,114,101,1,0,DET,TOR,W3,W4,0,1,14.461756291236062,21.85290893015031,3,0,4,0
881,28/02/2016,2015/2016,1,DAL,MIN,128,101,1,0,DAL,MIN,W1,W1,0,1,14.673795025286406,15.161460997442456,1,0,1,0
882,28/02/2016,2015/2016,1,NYK,MIA,81,98,0,1,NYK,MIA,W1,L2,0,0,14.374319203758903,15.816376954192632,1,0,0,2
883,29/02/2016,2015/2016,1,WAS,PHI,116,108,1,0,WAS,PHI,W2,L8,1,1,13.85056530214425,12.963125543635835,2,0,0,8
884,29/02/2016,2015/2016,1,CLE,IND,100,96,1,0,CLE,IND,L2,L2,1,1,12.347307464705386,20.9,0,2,0,2
885,29/02/2016,2015/2016,1,BOS,UTA,100,95,1,0,BOS,UTA,W2,L2,1,1,13.913511404561827,18.3,2,0,0,2
886,29/02/2016,2015/2016,1,MIL,HOU,128,121,1,0,MIL,HOU,L2,L1,0,1,14.825365730194893,25.3,0,2,0,1
887,29/02/2016,2015/2016,1,DEN,MEM,96,103,0,1,DEN,MEM,L1,L1,0,0,14.915460030165912,17.7,0,1,0,1
888,29/02/2016,2015/2016,1,SAC,OKC,116,131,0,1,SAC,OKC,L2,L2,0,0,13.807294573201984,27.890315315315316,0,2,0,2
889,29/02/2016,2015/2016,1,LAC,BRK,105,95,1,0,LAC,BRK,W1,W2,1,1,15.505151554572654,14.408273039971531,1,0,2,0
890,01/03/2016,2015/2016,1,CHO,PHO,126,92,1,0,CHO,PHO,L1,W1,1,1,15.088621458995336,13.565183530893892,0,1,1,0
891,01/03/2016,2015/2016,1,MIA,CHI,129,111,1,0,MIA,CHI,W1,L2,1,1,15.816376954192632,21.492318992654774,1,0,0,2
892,01/03/2016,2015/2016,1,NYK,POR,85,104,0,1,NYK,POR,L1,W2,0,0,14.374319203758903,15.288328693679762,0,1,2,0
893,01/03/2016,2015/2016,1,DAL,ORL,121,108,1,0,DAL,ORL,W2,W1,0,1,14.673795025286406,14.955365296803652,2,0,1,0
894,01/03/2016,2015/2016,1,GSW,ATL,109,105,1,0,GSW,ATL,W5,W2,1,1,13.38971878108328,21.3,5,0,2,0
895,01/03/2016,2015/2016,1,LAL,BRK,107,101,1,0,LAL,BRK,L8,L1,0,1,13.253370501773947,14.408273039971531,0,8,0,1
896,02/03/2016,2015/2016,1,ORL,CHI,102,89,1,0,ORL,CHI,L1,L3,0,1,14.955365296803652,21.492318992654774,0,1,0,3
897,02/03/2016,2015/2016,1,PHI,CHO,99,119,0,1,PHI,CHO,L9,W1,0,0,12.963125543635835,20.8,0,9,1,0
898,02/03/2016,2015/2016,1,TOR,UTA,104,94,1,0,TOR,UTA,L1,L3,1,1,13.769058295964122,18.3,0,1,0,3
899,02/03/2016,2015/2016,1,BOS,POR,116,93,1,0,BOS,POR,W3,W3,1,1,13.913511404561827,15.288328693679762,3,0,3,0
900,02/03/2016,2015/2016,1,SAS,DET,97,81,1,0,SAS,DET,W5,W4,1,1,14.623290043290043,14.461756291236062,5,0,4,0
901,02/03/2016,2015/2016,1,MIN,WAS,98,104,0,1,MIN,WAS,L1,W3,0,0,15.161460997442456,19.8,0,1,3,0
902,02/03/2016,2015/2016,1,MIL,IND,99,104,0,1,MIL,IND,W1,L3,0,0,14.825365730194893,20.9,1,0,0,3
903,02/03/2016,2015/2016,1,MEM,SAC,104,98,1,0,MEM,SAC,W1,L3,0,1,14.811153289949386,23.6,1,0,0,3
904,02/03/2016,2015/2016,1,HOU,NOP,100,95,1,0,HOU,NOP,L2,L1,1,1,14.056677913679179,25.0,0,2,0,1
905,02/03/2016,2015/2016,1,DEN,LAL,117,107,1,0,DEN,LAL,L2,W1,0,1,14.915460030165912,13.253370501773947,0,2,1,0
906,02/03/2016,2015/2016,1,LAC,OKC,103,98,1,0,LAC,OKC,W2,W1,1,1,15.505151554572654,27.890315315315316,2,0,1,0
907,03/03/2016,2015/2016,1,MIA,PHO,108,92,1,0,MIA,PHO,W2,L1,1,1,15.816376954192632,13.565183530893892,2,0,0,1
908,03/03/2016,2015/2016,1,NOP,SAS,86,94,0,1,NOP,SAS,L2,W6,1,0,13.031279357231146,24.246153846153845,0,2,6,0
909,03/03/2016,2015/2016,1,DAL,SAC,101,104,0,1,DAL,SAC,W3,L4,0,0,14.673795025286406,23.6,3,0,0,4
910,03/03/2016,2015/2016,1,GSW,OKC,121,106,1,0,GSW,OKC,W6,L1,1,1,13.38971878108328,27.890315315315316,6,0,0,1
911,04/03/2016,2015/2016,1,ORL,PHO,84,102,0,1,ORL,PHO,W1,L2,0,0,14.955365296803652,13.565183530893892,1,0,0,2
912,04/03/2016,2015/2016,1,PHI,MIA,102,112,0,1,PHI,MIA,L10,W3,0,0,12.963125543635835,15.816376954192632,0,10,3,0
913,04/03/2016,2015/2016,1,CHO,IND,108,101,1,0,CHO,IND,W2,W1,1,1,15.088621458995336,20.9,2,0,1,0
914,04/03/2016,2015/2016,1,BOS,NYK,105,104,1,0,BOS,NYK,W4,L2,1,1,13.913511404561827,14.374319203758903,4,0,0,2
915,04/03/2016,2015/2016,1,TOR,POR,117,115,1,0,TOR,POR,W1,L1,1,1,13.769058295964122,15.288328693679762,1,0,0,1
916,04/03/2016,2015/2016,1,MEM,UTA,94,88,1,0,MEM,UTA,W2,L4,0,1,14.811153289949386,18.3,2,0,0,4
917,04/03/2016,2015/2016,1,CLE,WAS,108,83,1,0,CLE,WAS,W1,W4,1,1,12.347307464705386,19.8,1,0,4,0
918,04/03/2016,2015/2016,1,MIL,MIN,116,101,1,0,MIL,MIN,L1,L2,0,1,14.825365730194893,15.161460997442456,0,1,0,2
919,04/03/2016,2015/2016,1,DEN,BRK,120,121,0,1,DEN,BRK,W1,L2,0,0,14.915460030165912,14.408273039971531,1,0,0,2
920,04/03/2016,2015/2016,1,LAL,ATL,77,106,0,1,LAL,ATL,L1,L1,0,0,13.253370501773947,21.3,0,1,0,1
921,05/03/2016,2015/2016,1,WAS,IND,99,100,0,1,WAS,IND,L1,L1,0,0,13.85056530214425,20.9,0,1,0,1
922,05/03/2016,2015/2016,1,NOP,UTA,94,106,0,1,NOP,UTA,L3,L5,1,0,13.031279357231146,18.3,0,3,0,5
923,05/03/2016,2015/2016,1,NYK,DET,102,89,1,0,NYK,DET,L3,L1,0,1,14.374319203758903,14.461756291236062,0,3,0,1
924,05/03/2016,2015/2016,1,CLE,BOS,120,103,1,0,CLE,BOS,W2,W5,1,1,12.347307464705386,21.5,2,0,5,0
925,05/03/2016,2015/2016,1,MIN,BRK,132,118,1,0,MIN,BRK,L3,W1,0,1,15.161460997442456,14.408273039971531,0,3,1,0
926,05/03/2016,2015/2016,1,CHI,HOU,108,100,1,0,CHI,HOU,L4,W1,1,1,12.469305707015632,25.3,0,4,1,0
927,05/03/2016,2015/2016,1,SAS,SAC,104,94,1,0,SAS,SAC,W7,W1,1,1,14.623290043290043,23.6,7,0,1,0
928,05/03/2016,2015/2016,1,LAC,ATL,97,107,0,1,LAC,ATL,W3,W1,1,0,15.505151554572654,21.3,3,0,1,0
929,06/03/2016,2015/2016,1,LAL,GSW,112,95,1,0,LAL,GSW,L2,W7,0,1,13.253370501773947,23.101541472963056,0,2,7,0
930,06/03/2016,2015/2016,1,MIL,OKC,96,104,0,1,MIL,OKC,W1,L2,0,0,14.825365730194893,27.890315315315316,1,0,0,2
931,06/03/2016,2015/2016,1,MEM,PHO,100,109,0,1,MEM,PHO,W3,W1,0,0,14.811153289949386,13.565183530893892,3,0,1,0
932,06/03/2016,2015/2016,1,DEN,DAL,116,114,1,0,DEN,DAL,L1,L1,0,1,14.915460030165912,14.673795025286406,0,1,0,1
933,06/03/2016,2015/2016,1,MIA,PHI,103,98,1,0,MIA,PHI,W4,L11,1,1,15.816376954192632,12.963125543635835,4,0,0,11
934,06/03/2016,2015/2016,1,DET,POR,123,103,1,0,DET,POR,L2,L2,0,1,14.461756291236062,15.288328693679762,0,2,0,2
935,06/03/2016,2015/2016,1,TOR,HOU,107,113,0,1,TOR,HOU,W2,L1,1,0,13.769058295964122,25.3,2,0,0,1
936,07/03/2016,2015/2016,1,CLE,MEM,103,106,0,1,CLE,MEM,W3,L1,1,0,12.347307464705386,17.7,3,0,0,1
937,07/03/2016,2015/2016,1,IND,SAS,99,91,1,0,IND,SAS,W1,W8,1,1,13.898029954633024,24.246153846153845,1,0,8,0
938,07/03/2016,2015/2016,1,CHO,MIN,108,103,1,0,CHO,MIN,W3,W1,1,1,15.088621458995336,15.161460997442456,3,0,1,0
939,07/03/2016,2015/2016,1,CHI,MIL,100,90,1,0,CHI,MIL,W1,L1,1,1,12.469305707015632,14.825365730194893,1,0,0,1
940,07/03/2016,2015/2016,1,NOP,SAC,115,112,1,0,NOP,SAC,L4,L1,1,1,13.031279357231146,23.6,0,4,0,1
941,07/03/2016,2015/2016,1,DAL,LAC,90,109,0,1,DAL,LAC,L2,L1,0,0,14.673795025286406,20.6,0,2,0,1
942,07/03/2016,2015/2016,1,GSW,ORL,119,113,1,0,GSW,ORL,L1,L1,1,1,13.38971878108328,14.955365296803652,0,1,0,1
943,08/03/2016,2015/2016,1,TOR,BRK,104,99,1,0,TOR,BRK,L1,L1,1,1,13.769058295964122,14.408273039971531,0,1,0,1
944,08/03/2016,2015/2016,1,MIN,SAS,91,116,0,1,MIN,SAS,L1,L1,0,0,15.161460997442456,24.246153846153845,0,1,0,1
945,08/03/2016,2015/2016,1,UTA,ATL,84,91,0,1,UTA,ATL,W1,W2,0,0,14.140003873216706,21.3,1,0,2,0
946,08/03/2016,2015/2016,1,DEN,NYK,110,94,1,0,DEN,NYK,W1,W1,0,1,14.915460030165912,14.374319203758903,1,0,1,0
947,08/03/2016,2015/2016,1,POR,WAS,116,109,1,0,POR,WAS,L3,L2,0,1,15.288328693679762,19.8,0,3,0,2
948,08/03/2016,2015/2016,1,LAL,ORL,107,98,1,0,LAL,ORL,W1,L2,0,1,13.253370501773947,14.955365296803652,1,0,0,2
949,09/03/2016,2015/2016,1,BOS,MEM,116,96,1,0,BOS,MEM,L1,W1,1,1,13.913511404561827,17.7,0,1,1,0
950,09/03/2016,2015/2016,1,CHO,NOP,122,113,1,0,CHO,NOP,W4,W1,1,1,15.088621458995336,25.0,4,0,1,0
951,09/03/2016,2015/2016,1,PHI,HOU,104,118,0,1,PHI,HOU,L12,W1,0,0,12.963125543635835,25.3,0,12,1,0
952,09/03/2016,2015/2016,1,MIL,MIA,114,108,1,0,MIL,MIA,L2,W5,0,1,14.825365730194893,15.816376954192632,0,2,5,0
953,09/03/2016,2015/2016,1,DAL,DET,96,102,0,1,DAL,DET,L3,W1,0,0,14.673795025286406,14.461756291236062,0,3,1,0
954,09/03/2016,2015/2016,1,PHO,NYK,97,128,0,1,PHO,NYK,W2,L1,0,0,13.565183530893892,14.374319203758903,2,0,0,1
955,09/03/2016,2015/2016,1,OKC,LAC,120,108,1,0,OKC,LAC,W1,W1,1,1,13.080726131779471,20.6,1,0,1,0
956,09/03/2016,2015/2016,1,SAC,CLE,111,120,0,1,SAC,CLE,L2,L1,0,0,13.807294573201984,22.606882352941177,0,2,0,1
957,09/03/2016,2015/2016,1,GSW,UTA,115,94,1,0,GSW,UTA,W1,L1,1,1,13.38971878108328,18.3,1,0,0,1
958,10/03/2016,2015/2016,1,TOR,ATL,104,96,1,0,TOR,ATL,W1,W3,1,1,13.769058295964122,21.3,1,0,3,0
959,10/03/2016,2015/2016,1,SAS,CHI,109,101,1,0,SAS,CHI,W1,W2,1,1,14.623290043290043,21.492318992654774,1,0,2,0
960,10/03/2016,2015/2016,1,DEN,PHO,116,98,1,0,DEN,PHO,W2,L1,0,1,14.915460030165912,13.565183530893892,2,0,0,1
961,10/03/2016,2015/2016,1,LAL,CLE,108,120,0,1,LAL,CLE,W2,W1,0,0,13.253370501773947,22.606882352941177,2,0,1,0
962,11/03/2016,2015/2016,1,PHI,BRK,95,89,1,0,PHI,BRK,L13,L2,0,1,12.963125543635835,14.408273039971531,0,13,0,2
963,11/03/2016,2015/2016,1,CHO,DET,118,103,1,0,CHO,DET,W5,W2,1,1,15.088621458995336,14.461756291236062,5,0,2,0
964,11/03/2016,2015/2016,1,BOS,HOU,98,102,0,1,BOS,HOU,W1,W2,0,0,13.913511404561827,25.3,1,0,2,0
965,11/03/2016,2015/2016,1,MEM,NOP,121,114,1,0,MEM,NOP,L1,L1,0,1,14.811153289949386,25.0,0,1,0,1
966,11/03/2016,2015/2016,1,OKC,MIN,96,99,0,1,OKC,MIN,W2,L2,0,0,13.080726131779471,15.161460997442456,2,0,0,2
967,11/03/2016,2015/2016,1,CHI,MIA,96,118,0,1,CHI,MIA,L1,L1,0,0,12.469305707015632,15.816376954192632,0,1,0,1
968,11/03/2016,2015/2016,1,UTA,WAS,114,93,1,0,UTA,WAS,L2,L3,1,1,14.140003873216706,19.8,0,2,0,3
969,11/03/2016,2015/2016,1,SAC,ORL,100,107,0,1,SAC,ORL,L3,L3,0,0,13.807294573201984,14.955365296803652,0,3,0,3
970,11/03/2016,2015/2016,1,LAC,NYK,101,94,1,0,LAC,NYK,L1,W1,1,1,15.505151554572654,14.374319203758903,0,1,1,0
971,11/03/2016,2015/2016,1,GSW,POR,128,112,1,0,GSW,POR,W2,W1,1,1,13.38971878108328,15.288328693679762,2,0,1,0
972,12/03/2016,2015/2016,1,DAL,IND,105,112,0,1,DAL,IND,L4,W2,0,0,14.673795025286406,20.9,0,4,2,0
973,12/03/2016,2015/2016,1,CHO,HOU,125,109,1,0,CHO,HOU,W6,W3,1,1,15.088621458995336,25.3,6,0,3,0
