,Date,Season,Regular Season,Home Team 1,Away Team 2,score1,score2,Home Team,Away Team,Home Team 1.1,Away Team 2.1,Streak Home Team,Streak Away Team,Did Star Player  play,Home Team Won,Weighted_Team_PER,Weighted_opposition_PER,win_streak,lose_streak
869,27/02/2016,2015/2016,1.0,NOP,MIN,110.0,112.0,0.0,1.0,NOP,MIN,W1,L1,1.0,0.0,13.031279357231146,15.161460997442456,0,1
870,27/02/2016,2015/2016,1.0,CHI,POR,95.0,103.0,0.0,1.0,CHI,POR,L1,L1,1.0,0.0,12.469305707015632,15.288328693679762,0,1
871,27/02/2016,2015/2016,1.0,HOU,SAS,94.0,104.0,0.0,1.0,HOU,SAS,W1,W4,1.0,0.0,14.056677913679179,24.246153846153845,4,0
872,27/02/2016,2015/2016,1.0,OKC,GSW,118.0,121.0,0.0,1.0,OKC,GSW,L1,W4,1.0,0.0,13.080726131779471,23.101541472963056,4,0
873,27/02/2016,2015/2016,1.0,MIL,DET,91.0,102.0,0.0,1.0,MIL,DET,L1,W2,0.0,0.0,14.825365730194893,14.461756291236062,2,0
874,27/02/2016,2015/2016,1.0,PHO,MEM,111.0,106.0,1.0,0.0,PHO,MEM,L13,W2,0.0,1.0,13.565183530893892,17.7,2,0
875,27/02/2016,2015/2016,1.0,UTA,BRK,96.0,98.0,0.0,1.0,UTA,BRK,L1,W1,0.0,0.0,14.140003873216706,14.408273039971531,1,0
876,28/02/2016,2015/2016,1.0,WAS,CLE,113.0,99.0,1.0,0.0,WAS,CLE,W1,L1,1.0,1.0,13.85056530214425,22.606882352941177,0,1
877,28/02/2016,2015/2016,1.0,ATL,CHO,87.0,76.0,1.0,0.0,ATL,CHO,W1,W1,1.0,1.0,14.316003909351899,20.8,1,0
878,28/02/2016,2015/2016,1.0,IND,POR,102.0,111.0,0.0,1.0,IND,POR,L1,W1,1.0,0.0,13.898029954633024,15.288328693679762,1,0
879,28/02/2016,2015/2016,1.0,ORL,PHI,130.0,116.0,1.0,0.0,ORL,PHI,L2,L7,0.0,1.0,14.955365296803652,12.963125543635835,0,7
880,28/02/2016,2015/2016,1.0,DET,TOR,114.0,101.0,1.0,0.0,DET,TOR,W3,W4,0.0,1.0,14.461756291236062,21.85290893015031,4,0
881,28/02/2016,2015/2016,1.0,DAL,MIN,128.0,101.0,1.0,0.0,DAL,MIN,W1,W1,0.0,1.0,14.673795025286406,15.161460997442456,1,0
882,28/02/2016,2015/2016,1.0,NYK,MIA,81.0,98.0,0.0,1.0,NYK,MIA,W1,L2,0.0,0.0,14.374319203758903,15.816376954192632,0,2
883,29/02/2016,2015/2016,1.0,WAS,PHI,116.0,108.0,1.0,0.0,WAS,PHI,W2,L8,1.0,1.0,13.85056530214425,12.963125543635835,0,8
884,29/02/2016,2015/2016,1.0,CLE,IND,100.0,96.0,1.0,0.0,CLE,IND,L2,L2,1.0,1.0,12.347307464705386,20.9,0,2
885,29/02/2016,2015/2016,1.0,BOS,UTA,100.0,95.0,1.0,0.0,BOS,UTA,W2,L2,1.0,1.0,13.913511404561827,18.3,0,2
886,29/02/2016,2015/2016,1.0,MIL,HOU,128.0,121.0,1.0,0.0,MIL,HOU,L2,L1,0.0,1.0,14.825365730194893,25.3,0,1
887,29/02/2016,2015/2016,1.0,DEN,MEM,96.0,103.0,0.0,1.0,DEN,MEM,L1,L1,0.0,0.0,14.915460030165912,17.7,0,1
888,29/02/2016,2015/2016,1.0,SAC,OKC,116.0,131.0,0.0,1.0,SAC,OKC,L2,L2,0.0,0.0,13.807294573201984,27.890315315315316,0,2
889,29/02/2016,2015/2016,1.0,LAC,BRK,105.0,95.0,1.0,0.0,LAC,BRK,W1,W2,1.0,1.0,15.505151554572654,14.408273039971531,2,0
890,01/03/2016,2015/2016,1.0,CHO,PHO,126.0,92.0,1.0,0.0,CHO,PHO,L1,W1,1.0,1.0,15.088621458995336,13.565183530893892,1,0
891,01/03/2016,2015/2016,1.0,MIA,CHI,129.0,111.0,1.0,0.0,MIA,CHI,W1,L2,1.0,1.0,15.816376954192632,21.492318992654774,0,2
892,01/03/2016,2015/2016,1.0,NYK,POR,85.0,104.0,0.0,1.0,NYK,POR,L1,W2,0.0,0.0,14.374319203758903,15.288328693679762,2,0
893,01/03/2016,2015/2016,1.0,DAL,ORL,121.0,108.0,1.0,0.0,DAL,ORL,W2,W1,0.0,1.0,14.673795025286406,14.955365296803652,1,0
894,01/03/2016,2015/2016,1.0,GSW,ATL,109.0,105.0,1.0,0.0,GSW,ATL,W5,W2,1.0,1.0,13.38971878108328,21.3,2,0
895,01/03/2016,2015/2016,1.0,LAL,BRK,107.0,101.0,1.0,0.0,LAL,BRK,L8,L1,0.0,1.0,13.253370501773947,14.408273039971531,0,1
896,02/03/2016,2015/2016,1.0,ORL,CHI,102.0,89.0,1.0,0.0,ORL,CHI,L1,L3,0.0,1.0,14.955365296803652,21.492318992654774,0,3
897,02/03/2016,2015/2016,1.0,PHI,CHO,99.0,119.0,0.0,1.0,PHI,CHO,L9,W1,0.0,0.0,12.963125543635835,20.8,1,0
898,02/03/2016,2015/2016,1.0,TOR,UTA,104.0,94.0,1.0,0.0,TOR,UTA,L1,L3,1.0,1.0,13.769058295964122,18.3,0,3
899,02/03/2016,2015/2016,1.0,BOS,POR,116.0,93.0,1.0,0.0,BOS,POR,W3,W3,1.0,1.0,13.913511404561827,15.288328693679762,3,0
900,02/03/2016,2015/2016,1.0,SAS,DET,97.0,81.0,1.0,0.0,SAS,DET,W5,W4,1.0,1.0,14.623290043290043,14.461756291236062,4,0
901,02/03/2016,2015/2016,1.0,MIN,WAS,98.0,104.0,0.0,1.0,MIN,WAS,L1,W3,0.0,0.0,15.161460997442456,19.8,3,0
902,02/03/2016,2015/2016,1.0,MIL,IND,99.0,104.0,0.0,1.0,MIL,IND,W1,L3,0.0,0.0,14.825365730194893,20.9,0,3
903,02/03/2016,2015/2016,1.0,MEM,SAC,104.0,98.0,1.0,0.0,MEM,SAC,W1,L3,0.0,1.0,14.811153289949386,23.6,0,3
904,02/03/2016,2015/2016,1.0,HOU,NOP,100.0,95.0,1.0,0.0,HOU,NOP,L2,L1,1.0,1.0,14.056677913679179,25.0,0,1
905,02/03/2016,2015/2016,1.0,DEN,LAL,117.0,107.0,1.0,0.0,DEN,LAL,L2,W1,0.0,1.0,14.915460030165912,13.253370501773947,1,0
906,02/03/2016,2015/2016,1.0,LAC,OKC,103.0,98.0,1.0,0.0,LAC,OKC,W2,W1,1.0,1.0,15.505151554572654,27.890315315315316,1,0
907,03/03/2016,2015/2016,1.0,MIA,PHO,108.0,92.0,1.0,0.0,MIA,PHO,W2,L1,1.0,1.0,15.816376954192632,13.565183530893892,0,1
908,03/03/2016,2015/2016,1.0,NOP,SAS,86.0,94.0,0.0,1.0,NOP,SAS,L2,W6,1.0,0.0,13.031279357231146,24.246153846153845,6,0
909,03/03/2016,2015/2016,1.0,DAL,SAC,101.0,104.0,0.0,1.0,DAL,SAC,W3,L4,0.0,0.0,14.673795025286406,23.6,0,4
910,03/03/2016,2015/2016,1.0,GSW,OKC,121.0,106.0,1.0,0.0,GSW,OKC,W6,L1,1.0,1.0,13.38971878108328,27.890315315315316,0,1
911,04/03/2016,2015/2016,1.0,ORL,PHO,84.0,102.0,0.0,1.0,ORL,PHO,W1,L2,0.0,0.0,14.955365296803652,13.565183530893892,0,2
912,04/03/2016,2015/2016,1.0,PHI,MIA,102.0,112.0,0.0,1.0,PHI,MIA,L10,W3,0.0,0.0,12.963125543635835,15.816376954192632,3,0
913,04/03/2016,2015/2016,1.0,CHO,IND,108.0,101.0,1.0,0.0,CHO,IND,W2,W1,1.0,1.0,15.088621458995336,20.9,1,0
914,04/03/2016,2015/2016,1.0,BOS,NYK,105.0,104.0,1.0,0.0,BOS,NYK,W4,L2,1.0,1.0,13.913511404561827,14.374319203758903,0,2
915,04/03/2016,2015/2016,1.0,TOR,POR,117.0,115.0,1.0,0.0,TOR,POR,W1,L1,1.0,1.0,13.769058295964122,15.288328693679762,0,1
916,04/03/2016,2015/2016,1.0,MEM,UTA,94.0,88.0,1.0,0.0,MEM,UTA,W2,L4,0.0,1.0,14.811153289949386,18.3,0,4
917,04/03/2016,2015/2016,1.0,CLE,WAS,108.0,83.0,1.0,0.0,CLE,WAS,W1,W4,1.0,1.0,12.347307464705386,19.8,4,0
918,04/03/2016,2015/2016,1.0,MIL,MIN,116.0,101.0,1.0,0.0,MIL,MIN,L1,L2,0.0,1.0,14.825365730194893,15.161460997442456,0,2
919,04/03/2016,2015/2016,1.0,DEN,BRK,120.0,121.0,0.0,1.0,DEN,BRK,W1,L2,0.0,0.0,14.915460030165912,14.408273039971531,0,2
920,04/03/2016,2015/2016,1.0,LAL,ATL,77.0,106.0,0.0,1.0,LAL,ATL,L1,L1,0.0,0.0,13.253370501773947,21.3,0,1
921,05/03/2016,2015/2016,1.0,WAS,IND,99.0,100.0,0.0,1.0,WAS,IND,L1,L1,0.0,0.0,13.85056530214425,20.9,0,1
922,05/03/2016,2015/2016,1.0,NOP,UTA,94.0,106.0,0.0,1.0,NOP,UTA,L3,L5,1.0,0.0,13.031279357231146,18.3,0,5
923,05/03/2016,2015/2016,1.0,NYK,DET,102.0,89.0,1.0,0.0,NYK,DET,L3,L1,0.0,1.0,14.374319203758903,14.461756291236062,0,1
924,05/03/2016,2015/2016,1.0,CLE,BOS,120.0,103.0,1.0,0.0,CLE,BOS,W2,W5,1.0,1.0,12.347307464705386,21.5,5,0
925,05/03/2016,2015/2016,1.0,MIN,BRK,132.0,118.0,1.0,0.0,MIN,BRK,L3,W1,0.0,1.0,15.161460997442456,14.408273039971531,1,0
926,05/03/2016,2015/2016,1.0,CHI,HOU,108.0,100.0,1.0,0.0,CHI,HOU,L4,W1,1.0,1.0,12.469305707015632,25.3,1,0
927,05/03/2016,2015/2016,1.0,SAS,SAC,104.0,94.0,1.0,0.0,SAS,SAC,W7,W1,1.0,1.0,14.623290043290043,23.6,1,0
928,05/03/2016,2015/2016,1.0,LAC,ATL,97.0,107.0,0.0,1.0,LAC,ATL,W3,W1,1.0,0.0,15.505151554572654,21.3,1,0
929,06/03/2016,2015/2016,1.0,LAL,GSW,112.0,95.0,1.0,0.0,LAL,GSW,L2,W7,0.0,1.0,13.253370501773947,23.101541472963056,7,0
930,06/03/2016,2015/2016,1.0,MIL,OKC,96.0,104.0,0.0,1.0,MIL,OKC,W1,L2,0.0,0.0,14.825365730194893,27.890315315315316,0,2
931,06/03/2016,2015/2016,1.0,MEM,PHO,100.0,109.0,0.0,1.0,MEM,PHO,W3,W1,0.0,0.0,14.811153289949386,13.565183530893892,1,0
932,06/03/2016,2015/2016,1.0,DEN,DAL,116.0,114.0,1.0,0.0,DEN,DAL,L1,L1,0.0,1.0,14.915460030165912,14.673795025286406,0,1
933,06/03/2016,2015/2016,1.0,MIA,PHI,103.0,98.0,1.0,0.0,MIA,PHI,W4,L11,1.0,1.0,15.816376954192632,12.963125543635835,0,11
934,06/03/2016,2015/2016,1.0,DET,POR,123.0,103.0,1.0,0.0,DET,POR,L2,L2,0.0,1.0,14.461756291236062,15.288328693679762,0,2
935,06/03/2016,2015/2016,1.0,TOR,HOU,107.0,113.0,0.0,1.0,TOR,HOU,W2,L1,1.0,0.0,13.769058295964122,25.3,0,1
936,07/03/2016,2015/2016,1.0,CLE,MEM,103.0,106.0,0.0,1.0,CLE,MEM,W3,L1,1.0,0.0,12.347307464705386,17.7,0,1
937,07/03/2016,2015/2016,1.0,IND,SAS,99.0,91.0,1.0,0.0,IND,SAS,W1,W8,1.0,1.0,13.898029954633024,24.246153846153845,8,0
938,07/03/2016,2015/2016,1.0,CHO,MIN,108.0,103.0,1.0,0.0,CHO,MIN,W3,W1,0.0,1.0,15.088621458995336,15.161460997442456,1,0
939,07/03/2016,2015/2016,1.0,CHI,MIL,100.0,90.0,1.0,0.0,CHI,MIL,W1,L1,1.0,1.0,12.469305707015632,14.825365730194893,0,1
940,07/03/2016,2015/2016,1.0,NOP,SAC,115.0,112.0,1.0,0.0,NOP,SAC,L4,L1,1.0,1.0,13.031279357231146,23.6,0,1
941,07/03/2016,2015/2016,1.0,DAL,LAC,90.0,109.0,0.0,1.0,DAL,LAC,L2,L1,0.0,0.0,14.673795025286406,20.6,0,1
942,07/03/2016,2015/2016,1.0,GSW,ORL,119.0,113.0,1.0,0.0,GSW,ORL,L1,L1,1.0,1.0,13.38971878108328,14.955365296803652,0,1
943,08/03/2016,2015/2016,1.0,TOR,BRK,104.0,99.0,1.0,0.0,TOR,BRK,L1,L1,1.0,1.0,13.769058295964122,14.408273039971531,0,1
944,08/03/2016,2015/2016,1.0,MIN,SAS,91.0,116.0,0.0,1.0,MIN,SAS,L1,L1,0.0,0.0,15.161460997442456,24.246153846153845,0,1
945,08/03/2016,2015/2016,1.0,UTA,ATL,84.0,91.0,0.0,1.0,UTA,ATL,W1,W2,1.0,0.0,14.140003873216706,21.3,2,0
946,08/03/2016,2015/2016,1.0,DEN,NYK,110.0,94.0,1.0,0.0,DEN,NYK,W1,W1,0.0,1.0,14.915460030165912,14.374319203758903,1,0
947,08/03/2016,2015/2016,1.0,POR,WAS,116.0,109.0,1.0,0.0,POR,WAS,L3,L2,0.0,1.0,15.288328693679762,19.8,0,2
948,08/03/2016,2015/2016,1.0,LAL,ORL,107.0,98.0,1.0,0.0,LAL,ORL,W1,L2,0.0,1.0,13.253370501773947,14.955365296803652,0,2
949,09/03/2016,2015/2016,1.0,BOS,MEM,116.0,96.0,1.0,0.0,BOS,MEM,L1,W1,1.0,1.0,13.913511404561827,17.7,1,0
950,09/03/2016,2015/2016,1.0,CHO,NOP,122.0,113.0,1.0,0.0,CHO,NOP,W4,W1,1.0,1.0,15.088621458995336,25.0,1,0
951,09/03/2016,2015/2016,1.0,PHI,HOU,104.0,118.0,0.0,1.0,PHI,HOU,L12,W1,0.0,0.0,12.963125543635835,25.3,1,0
952,09/03/2016,2015/2016,1.0,MIL,MIA,114.0,108.0,1.0,0.0,MIL,MIA,L2,W5,0.0,1.0,14.825365730194893,15.816376954192632,5,0
953,09/03/2016,2015/2016,1.0,DAL,DET,96.0,102.0,0.0,1.0,DAL,DET,L3,W1,0.0,0.0,14.673795025286406,14.461756291236062,1,0
954,09/03/2016,2015/2016,1.0,PHO,NYK,97.0,128.0,0.0,1.0,PHO,NYK,W2,L1,0.0,0.0,13.565183530893892,14.374319203758903,0,1
955,09/03/2016,2015/2016,1.0,OKC,LAC,120.0,108.0,1.0,0.0,OKC,LAC,W1,W1,1.0,1.0,13.080726131779471,20.6,1,0
956,09/03/2016,2015/2016,1.0,SAC,CLE,111.0,120.0,0.0,1.0,SAC,CLE,L2,L1,1.0,0.0,13.807294573201984,22.606882352941177,0,1
957,09/03/2016,2015/2016,1.0,GSW,UTA,115.0,94.0,1.0,0.0,GSW,UTA,W1,L1,1.0,1.0,13.38971878108328,18.3,0,1
958,10/03/2016,2015/2016,1.0,TOR,ATL,104.0,96.0,1.0,0.0,TOR,ATL,W1,W3,1.0,1.0,13.769058295964122,21.3,3,0
959,10/03/2016,2015/2016,1.0,SAS,CHI,109.0,101.0,1.0,0.0,SAS,CHI,W1,W2,1.0,1.0,14.623290043290043,21.492318992654774,2,0
960,10/03/2016,2015/2016,1.0,DEN,PHO,116.0,98.0,1.0,0.0,DEN,PHO,W2,L1,0.0,1.0,14.915460030165912,13.565183530893892,0,1
961,10/03/2016,2015/2016,1.0,LAL,CLE,108.0,120.0,0.0,1.0,LAL,CLE,W2,W1,0.0,0.0,13.253370501773947,22.606882352941177,1,0
962,11/03/2016,2015/2016,1.0,PHI,BRK,95.0,89.0,1.0,0.0,PHI,BRK,L13,L2,0.0,1.0,12.963125543635835,14.408273039971531,0,2
963,11/03/2016,2015/2016,1.0,CHO,DET,118.0,103.0,1.0,0.0,CHO,DET,W5,W2,1.0,1.0,15.088621458995336,14.461756291236062,2,0
964,11/03/2016,2015/2016,1.0,BOS,HOU,98.0,102.0,0.0,1.0,BOS,HOU,W1,W2,1.0,0.0,13.913511404561827,25.3,2,0
965,11/03/2016,2015/2016,1.0,MEM,NOP,121.0,114.0,1.0,0.0,MEM,NOP,L1,L1,0.0,1.0,14.811153289949386,25.0,0,1
966,11/03/2016,2015/2016,1.0,OKC,MIN,96.0,99.0,0.0,1.0,OKC,MIN,W2,L2,0.0,0.0,13.080726131779471,15.161460997442456,0,2
967,11/03/2016,2015/2016,1.0,CHI,MIA,96.0,118.0,0.0,1.0,CHI,MIA,L1,L1,1.0,0.0,12.469305707015632,15.816376954192632,0,1
968,11/03/2016,2015/2016,1.0,UTA,WAS,114.0,93.0,1.0,0.0,UTA,WAS,L2,L3,1.0,1.0,14.140003873216706,19.8,0,3
969,11/03/2016,2015/2016,1.0,SAC,ORL,100.0,107.0,0.0,1.0,SAC,ORL,L3,L3,0.0,0.0,13.807294573201984,14.955365296803652,0,3
970,11/03/2016,2015/2016,1.0,LAC,NYK,101.0,94.0,1.0,0.0,LAC,NYK,L1,W1,1.0,1.0,15.505151554572654,14.374319203758903,1,0
971,11/03/2016,2015/2016,1.0,GSW,POR,128.0,112.0,1.0,0.0,GSW,POR,W2,W1,1.0,1.0,13.38971878108328,15.288328693679762,1,0
972,12/03/2016,2015/2016,1.0,DAL,IND,105.0,112.0,0.0,1.0,DAL,IND,L4,W2,0.0,0.0,14.673795025286406,20.9,2,0
973,12/03/2016,2015/2016,1.0,CHO,HOU,125.0,109.0,1.0,0.0,CHO,HOU,W6,W3,1.0,1.0,15.088621458995336,25.3,3,0
974,12/03/2016,2015/2016,1.0,PHI,DET,111.0,125.0,0.0,1.0,PHI,DET,W1,L1,0.0,0.0,12.963125543635835,14.461756291236062,0,1
975,12/03/2016,2015/2016,1.0,TOR,MIA,112.0,104.0,1.0,0.0,TOR,MIA,W2,W1,1.0,1.0,13.769058295964122,15.816376954192632,1,0
976,12/03/2016,2015/2016,1.0,MIL,NOP,103.0,92.0,1.0,0.0,MIL,NOP,W1,L2,0.0,1.0,14.825365730194893,25.0,0,2
977,12/03/2016,2015/2016,1.0,ATL,MEM,95.0,83.0,1.0,0.0,ATL,MEM,L1,W1,1.0,1.0,14.316003909351899,17.7,1,0
978,12/03/2016,2015/2016,1.0,SAS,OKC,93.0,85.0,1.0,0.0,SAS,OKC,W2,L1,1.0,1.0,14.623290043290043,27.890315315315316,0,1
979,12/03/2016,2015/2016,1.0,DEN,WAS,116.0,100.0,1.0,0.0,DEN,WAS,W3,L4,0.0,1.0,14.915460030165912,19.8,0,4
980,12/03/2016,2015/2016,1.0,GSW,PHO,123.0,116.0,1.0,0.0,GSW,PHO,W3,L2,1.0,1.0,13.38971878108328,13.565183530893892,0,2
981,12/03/2016,2015/2016,1.0,POR,ORL,121.0,84.0,1.0,0.0,POR,ORL,L1,W1,0.0,1.0,15.288328693679762,14.955365296803652,1,0
982,13/03/2016,2015/2016,1.0,LAC,CLE,90.0,114.0,0.0,1.0,LAC,CLE,W1,W2,1.0,0.0,15.505151554572654,22.606882352941177,2,0
983,13/03/2016,2015/2016,1.0,SAC,UTA,99.0,108.0,0.0,1.0,SAC,UTA,L4,W1,1.0,0.0,13.807294573201984,18.3,1,0
984,13/03/2016,2015/2016,1.0,ATL,IND,104.0,75.0,1.0,0.0,ATL,IND,W1,W3,1.0,1.0,14.316003909351899,20.9,3,0
985,13/03/2016,2015/2016,1.0,BRK,MIL,100.0,109.0,0.0,1.0,BRK,MIL,L3,W2,0.0,0.0,14.408273039971531,14.825365730194893,2,0
986,13/03/2016,2015/2016,1.0,LAL,NYK,87.0,90.0,0.0,1.0,LAL,NYK,L1,L1,0.0,0.0,13.253370501773947,14.374319203758903,0,1
987,14/03/2016,2015/2016,1.0,CHO,DAL,96.0,107.0,0.0,1.0,CHO,DAL,W7,L5,0.0,0.0,15.088621458995336,14.673795025286406,0,5
988,14/03/2016,2015/2016,1.0,MIA,DEN,124.0,119.0,1.0,0.0,MIA,DEN,L1,W4,1.0,1.0,15.816376954192632,14.915460030165912,4,0
989,14/03/2016,2015/2016,1.0,TOR,CHI,107.0,109.0,0.0,1.0,TOR,CHI,W3,L2,1.0,0.0,13.769058295964122,21.492318992654774,0,2
990,14/03/2016,2015/2016,1.0,WAS,DET,124.0,81.0,1.0,0.0,WAS,DET,L5,W1,1.0,1.0,13.85056530214425,14.461756291236062,1,0
991,14/03/2016,2015/2016,1.0,HOU,MEM,130.0,81.0,1.0,0.0,HOU,MEM,L1,L1,1.0,1.0,14.056677913679179,17.7,0,1
992,14/03/2016,2015/2016,1.0,OKC,POR,128.0,94.0,1.0,0.0,OKC,POR,L2,W1,1.0,1.0,13.080726131779471,15.288328693679762,1,0
993,14/03/2016,2015/2016,1.0,PHO,MIN,107.0,104.0,1.0,0.0,PHO,MIN,L3,W1,0.0,1.0,13.565183530893892,15.161460997442456,1,0
994,14/03/2016,2015/2016,1.0,GSW,NOP,125.0,107.0,1.0,0.0,GSW,NOP,W4,L3,1.0,1.0,13.38971878108328,25.0,0,3
995,14/03/2016,2015/2016,1.0,UTA,CLE,94.0,85.0,1.0,0.0,UTA,CLE,W2,W3,1.0,1.0,14.140003873216706,22.606882352941177,3,0
996,15/03/2016,2015/2016,1.0,ORL,DEN,116.0,110.0,1.0,0.0,ORL,DEN,L1,L1,0.0,1.0,14.955365296803652,14.915460030165912,0,1
997,15/03/2016,2015/2016,1.0,IND,BOS,103.0,98.0,1.0,0.0,IND,BOS,L1,L1,1.0,1.0,13.898029954633024,21.5,0,1
998,15/03/2016,2015/2016,1.0,BRK,PHI,131.0,114.0,1.0,0.0,BRK,PHI,L4,L1,0.0,1.0,14.408273039971531,12.963125543635835,0,1
999,15/03/2016,2015/2016,1.0,MIL,TOR,89.0,107.0,0.0,1.0,MIL,TOR,W3,L1,0.0,0.0,14.825365730194893,21.85290893015031,0,1
1000,15/03/2016,2015/2016,1.0,SAS,LAC,108.0,87.0,1.0,0.0,SAS,LAC,W3,L1,1.0,1.0,14.623290043290043,20.6,0,1
1001,15/03/2016,2015/2016,1.0,LAL,SAC,98.0,106.0,0.0,1.0,LAL,SAC,L2,L5,0.0,0.0,13.253370501773947,23.6,0,5
1002,16/03/2016,2015/2016,1.0,CLE,DAL,99.0,98.0,1.0,0.0,CLE,DAL,L1,W1,1.0,1.0,12.347307464705386,14.673795025286406,1,0
1003,16/03/2016,2015/2016,1.0,CHO,ORL,107.0,99.0,1.0,0.0,CHO,ORL,L1,W1,1.0,1.0,15.088621458995336,14.955365296803652,1,0
1004,16/03/2016,2015/2016,1.0,BOS,OKC,109.0,130.0,0.0,1.0,BOS,OKC,L2,W1,0.0,0.0,13.913511404561827,27.890315315315316,1,0
1005,16/03/2016,2015/2016,1.0,WAS,CHI,117.0,96.0,1.0,0.0,WAS,CHI,W1,W1,1.0,1.0,13.85056530214425,21.492318992654774,1,0
1006,16/03/2016,2015/2016,1.0,DET,ATL,114.0,118.0,0.0,1.0,DET,ATL,L1,W2,0.0,0.0,14.461756291236062,21.3,2,0
1007,16/03/2016,2015/2016,1.0,MEM,MIN,108.0,114.0,0.0,1.0,MEM,MIN,L2,L1,0.0,0.0,14.811153289949386,15.161460997442456,0,1
1008,16/03/2016,2015/2016,1.0,HOU,LAC,106.0,122.0,0.0,1.0,HOU,LAC,W1,L2,1.0,0.0,14.056677913679179,20.6,0,2
1009,16/03/2016,2015/2016,1.0,SAC,NOP,108.0,123.0,0.0,1.0,SAC,NOP,W1,L4,0.0,0.0,13.807294573201984,25.0,0,4
1010,16/03/2016,2015/2016,1.0,GSW,NYK,121.0,85.0,1.0,0.0,GSW,NYK,W5,W1,1.0,1.0,13.38971878108328,14.374319203758903,1,0
1011,17/03/2016,2015/2016,1.0,IND,TOR,94.0,101.0,0.0,1.0,IND,TOR,W1,W1,1.0,0.0,13.898029954633024,21.85290893015031,1,0
1012,17/03/2016,2015/2016,1.0,PHI,WAS,94.0,99.0,0.0,1.0,PHI,WAS,L2,W2,0.0,0.0,12.963125543635835,19.8,2,0
1013,17/03/2016,2015/2016,1.0,MIA,CHO,106.0,109.0,0.0,1.0,MIA,CHO,W1,W1,1.0,0.0,15.816376954192632,20.8,1,0
1014,17/03/2016,2015/2016,1.0,CHI,BRK,118.0,102.0,1.0,0.0,CHI,BRK,L1,W1,1.0,1.0,12.469305707015632,14.408273039971531,1,0
1015,17/03/2016,2015/2016,1.0,MIL,MEM,96.0,86.0,1.0,0.0,MIL,MEM,L1,L3,0.0,1.0,14.825365730194893,17.7,0,3
1016,17/03/2016,2015/2016,1.0,ATL,DEN,116.0,98.0,1.0,0.0,ATL,DEN,W3,L2,1.0,1.0,14.316003909351899,14.915460030165912,0,2
1017,17/03/2016,2015/2016,1.0,SAS,POR,118.0,110.0,1.0,0.0,SAS,POR,W4,L1,1.0,1.0,14.623290043290043,15.288328693679762,0,1
1018,17/03/2016,2015/2016,1.0,UTA,PHO,103.0,69.0,1.0,0.0,UTA,PHO,W3,W1,1.0,1.0,14.140003873216706,13.565183530893892,1,0
1019,18/03/2016,2015/2016,1.0,PHI,OKC,97.0,111.0,0.0,1.0,PHI,OKC,L3,W2,0.0,0.0,12.963125543635835,27.890315315315316,2,0
1020,18/03/2016,2015/2016,1.0,ORL,CLE,103.0,109.0,0.0,1.0,ORL,CLE,L1,W1,0.0,0.0,14.955365296803652,22.606882352941177,1,0
1021,18/03/2016,2015/2016,1.0,TOR,BOS,105.0,91.0,1.0,0.0,TOR,BOS,W2,L3,1.0,1.0,13.769058295964122,21.5,0,3
1022,18/03/2016,2015/2016,1.0,DET,SAC,115.0,108.0,1.0,0.0,DET,SAC,L2,L1,0.0,1.0,14.461756291236062,23.6,0,1
1023,18/03/2016,2015/2016,1.0,HOU,MIN,116.0,111.0,1.0,0.0,HOU,MIN,L1,W1,1.0,1.0,14.056677913679179,15.161460997442456,1,0
1024,18/03/2016,2015/2016,1.0,NOP,POR,112.0,117.0,0.0,1.0,NOP,POR,W1,L2,1.0,0.0,13.031279357231146,15.288328693679762,0,2
1025,18/03/2016,2015/2016,1.0,DAL,GSW,112.0,130.0,0.0,1.0,DAL,GSW,L1,W6,0.0,0.0,14.673795025286406,23.101541472963056,6,0
1026,18/03/2016,2015/2016,1.0,LAL,PHO,90.0,95.0,0.0,1.0,LAL,PHO,L3,L1,0.0,0.0,13.253370501773947,13.565183530893892,0,1
1027,19/03/2016,2015/2016,1.0,CHO,DEN,93.0,101.0,0.0,1.0,CHO,DEN,W2,L3,0.0,0.0,15.088621458995336,14.915460030165912,0,3
1028,19/03/2016,2015/2016,1.0,IND,OKC,111.0,115.0,0.0,1.0,IND,OKC,L1,W3,1.0,0.0,13.898029954633024,27.890315315315316,3,0
1029,19/03/2016,2015/2016,1.0,WAS,NYK,99.0,89.0,1.0,0.0,WAS,NYK,W3,L1,1.0,1.0,13.85056530214425,14.374319203758903,0,1
1030,19/03/2016,2015/2016,1.0,DET,BRK,115.0,103.0,1.0,0.0,DET,BRK,W1,L1,0.0,1.0,14.461756291236062,14.408273039971531,0,1
1031,19/03/2016,2015/2016,1.0,ATL,HOU,109.0,97.0,1.0,0.0,ATL,HOU,W4,W1,1.0,1.0,14.316003909351899,25.3,1,0
1032,19/03/2016,2015/2016,1.0,MIA,CLE,122.0,101.0,1.0,0.0,MIA,CLE,L1,W2,1.0,1.0,15.816376954192632,22.606882352941177,2,0
1033,19/03/2016,2015/2016,1.0,CHI,UTA,92.0,85.0,1.0,0.0,CHI,UTA,W1,W4,1.0,1.0,12.469305707015632,18.3,4,0
1034,19/03/2016,2015/2016,1.0,MEM,LAC,113.0,102.0,1.0,0.0,MEM,LAC,L4,W1,0.0,1.0,14.811153289949386,20.6,1,0
